case_uid,status,execution_time_ms,edge_coverage,depth,operators,input_shape,error_message
fuzz_pt_8ad60e97,Crash,1.0,4046,6,"MaxPool2d,MaxPool2d,Linear,BatchNorm2d,Conv2d,Linear","[4, 5, 32, 256]",mat1 and mat2 shapes cannot be multiplied (160x64 and 792x490)
fuzz_pt_45356a31,Crash,1.0,4660,6,"Linear,MaxPool2d,MaxPool2d,BatchNorm2d,MaxPool2d,AvgPool2d","[64, 48, 128, 16]",mat1 and mat2 shapes cannot be multiplied (393216x16 and 185x114)
fuzz_pt_bf2bf9d2,Crash,1.0,3159,6,"AvgPool2d,AvgPool2d,Flatten,MaxPool2d,BatchNorm2d,ReLU","[1, 19, 1024, 16]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_53f65f6b,Crash,1.0,2926,3,"AvgPool2d,Conv2d,Linear","[256, 4067]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_3c28e02d,Crash,1.0,3588,3,"Conv2d,ReLU,BatchNorm2d","[128, 3, 16, 16]","Given groups=1, weight of size [9, 49, 5, 5], expected input[128, 3, 16, 16] to have 49 channels, but got 3 channels instead"
fuzz_pt_3f58aada,Crash,1.0,874,2,"BatchNorm2d,BatchNorm2d","[64, 3668]",expected 4D input (got 2D input)
fuzz_pt_0a6da583,Crash,1.0,2212,3,"AvgPool2d,Flatten,AvgPool2d","[1, 1594]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_5d392cae,Crash,1.0,2870,1,Conv2d,"[256, 1293]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [256, 1293]"
fuzz_pt_15de037d,Crash,12.95,5005,6,"MaxPool2d,AvgPool2d,Linear,Flatten,ReLU,Conv2d","[128, 21, 256, 32]",mat1 and mat2 shapes cannot be multiplied (75264x3 and 29x46)
fuzz_pt_2792feac,Crash,1.0,4650,4,"ReLU,Flatten,Conv2d,Conv2d","[1, 20, 32, 1024]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [1, 655360]"
fuzz_pt_8cde6577,Crash,1.0,2333,1,Linear,"[4, 46, 16, 64]",mat1 and mat2 shapes cannot be multiplied (2944x64 and 875x228)
fuzz_pt_74002214,Crash,1.0,6360,6,"ReLU,BatchNorm2d,Flatten,BatchNorm2d,Linear,Linear","[1, 28, 32, 256]",expected 4D input (got 2D input)
fuzz_pt_eecdc51c,Crash,1.0,3398,3,"Conv2d,MaxPool2d,AvgPool2d","[16, 60, 32, 128]","Given groups=1, weight of size [29, 9, 5, 5], expected input[16, 60, 32, 128] to have 9 channels, but got 60 channels instead"
fuzz_pt_9798120b,Crash,9.47,2729,4,"Flatten,ReLU,Conv2d,BatchNorm2d","[4, 49, 256, 1024]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [4, 12845056]"
fuzz_pt_6e8ba2b3,Crash,1.0,2264,4,"BatchNorm2d,BatchNorm2d,BatchNorm2d,AvgPool2d","[256, 38]",expected 4D input (got 2D input)
fuzz_pt_f04e379e,Crash,1.0,2347,1,Conv2d,"[256, 3967]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [256, 3967]"
fuzz_pt_d4eee182,Crash,1.0,3182,3,"Flatten,Conv2d,Conv2d","[4, 61, 32, 64]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [4, 124928]"
fuzz_pt_f67b04c1,Crash,1.0,2874,3,"Conv2d,Flatten,Flatten","[16, 24, 256, 32]","Given groups=1, weight of size [46, 52, 5, 5], expected input[16, 24, 256, 32] to have 52 channels, but got 24 channels instead"
fuzz_pt_79ab4e97,Crash,1.0,4175,6,"MaxPool2d,ReLU,AvgPool2d,BatchNorm2d,AvgPool2d,Linear","[1, 1308]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_129e3b89,Crash,1.0,1711,2,"BatchNorm2d,Flatten","[1, 3338]",expected 4D input (got 2D input)
fuzz_pt_a7158be5,Crash,1.0,1298,2,"BatchNorm2d,Flatten","[1, 115]",expected 4D input (got 2D input)
fuzz_pt_0241d042,Success,1.0,1615,1,Flatten,"[1, 109]",None
fuzz_pt_f5cf33a1,Crash,1.0,4473,3,"Linear,Conv2d,BatchNorm2d","[128, 4, 32, 128]",mat1 and mat2 shapes cannot be multiplied (16384x128 and 357x1007)
fuzz_pt_31f637cc,Crash,1.0,3042,3,"Flatten,AvgPool2d,Linear","[256, 3116]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_573fa2ea,Success,1.0,3757,4,"MaxPool2d,MaxPool2d,AvgPool2d,AvgPool2d","[1, 11, 256, 32]",None
fuzz_pt_d3933bc2,Crash,1.0,6404,6,"MaxPool2d,Linear,ReLU,Conv2d,ReLU,Conv2d","[64, 679]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_fe115919,Crash,1.0,1435,2,"Flatten,BatchNorm2d","[128, 46, 1024, 256]",expected 4D input (got 2D input)
fuzz_pt_efcd446b,Crash,1.0,3690,6,"AvgPool2d,AvgPool2d,Flatten,ReLU,Linear,AvgPool2d","[256, 1275]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_b668d7ba,Crash,1.0,2913,6,"Conv2d,BatchNorm2d,AvgPool2d,BatchNorm2d,BatchNorm2d,BatchNorm2d","[4, 27, 32, 32]","Given groups=1, weight of size [32, 44, 5, 5], expected input[4, 27, 32, 32] to have 44 channels, but got 27 channels instead"
fuzz_pt_9da598e5,Crash,1.0,3220,2,"Linear,Linear","[128, 20, 128, 32]",mat1 and mat2 shapes cannot be multiplied (327680x32 and 511x321)
fuzz_pt_8200b0ed,Crash,44.04,2235,3,"ReLU,Conv2d,AvgPool2d","[16, 40, 1024, 256]","Given groups=1, weight of size [44, 39, 1, 1], expected input[16, 40, 1024, 256] to have 39 channels, but got 40 channels instead"
fuzz_pt_54034866,Crash,1.0,4156,3,"Linear,MaxPool2d,Flatten","[4, 5, 16, 1024]",mat1 and mat2 shapes cannot be multiplied (320x1024 and 89x249)
fuzz_pt_e8d0100b,Crash,1.0,3278,4,"Flatten,MaxPool2d,Conv2d,Linear","[64, 4073]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_792debce,Timeout,3254.96,1823,1,ReLU,"[64, 62, 32, 256]",TimeoutError: Execution exceeded maximum allowed time (2s)
fuzz_pt_3f5c9da2,Crash,2.01,1623,1,Conv2d,"[256, 2095]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [256, 2095]"
fuzz_pt_7914acc1,Crash,1.0,3645,5,"Flatten,Conv2d,Flatten,Linear,Flatten","[16, 38, 16, 1024]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [16, 622592]"
fuzz_pt_a90f23f1,Crash,2.51,2349,6,"MaxPool2d,Flatten,ReLU,ReLU,ReLU,MaxPool2d","[1, 8, 64, 16]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_0a181aea,Crash,1.01,4856,4,"AvgPool2d,Conv2d,MaxPool2d,BatchNorm2d","[16, 34, 128, 128]","Given groups=1, weight of size [61, 6, 5, 5], expected input[16, 34, 42, 42] to have 6 channels, but got 34 channels instead"
fuzz_pt_8cda3cf3,Crash,1.0,1005,1,AvgPool2d,"[16, 2429]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_c103b696,Success,1.0,2827,2,"AvgPool2d,MaxPool2d","[1, 59, 16, 16]",None
fuzz_pt_e697f08d,Success,1.0,1198,1,Flatten,"[128, 30, 32, 16]",None
fuzz_pt_541589c7,Crash,7.83,2779,4,"ReLU,Flatten,AvgPool2d,BatchNorm2d","[64, 60, 128, 32]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_925de26e,Crash,1.0,4026,6,"BatchNorm2d,Linear,MaxPool2d,BatchNorm2d,Flatten,Flatten","[64, 63, 64, 16]",running_mean should contain 63 elements not 3
fuzz_pt_81092098,Crash,6.23,4207,4,"ReLU,Linear,Conv2d,ReLU","[64, 26, 1024, 16]",mat1 and mat2 shapes cannot be multiplied (1703936x16 and 79x1001)
fuzz_pt_e8e9ea49,Crash,1.0,5324,6,"AvgPool2d,AvgPool2d,MaxPool2d,Flatten,Conv2d,AvgPool2d","[16, 3531]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_53da5dba,Success,1841.83,2658,2,"Flatten,ReLU","[1, 58, 128, 256]",None
fuzz_pt_44118bdd,Crash,1.0,3123,4,"Linear,BatchNorm2d,MaxPool2d,BatchNorm2d","[64, 22, 64, 128]",mat1 and mat2 shapes cannot be multiplied (90112x128 and 354x539)
fuzz_pt_6d7dac8b,Crash,1.0,3091,3,"MaxPool2d,BatchNorm2d,Linear","[1, 1146]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_dda44ed7,Crash,20948.0,1590,2,"ReLU,BatchNorm2d","[128, 9, 1024, 1024]",[enforce fail at alloc_cpu.cpp:117] data. DefaultCPUAllocator: not enough memory: you tried to allocate 4831838208 bytes.
fuzz_pt_1cf61b3c,Timeout,2158.34,1831,1,MaxPool2d,"[1, 38, 32, 1024]",TimeoutError: Execution exceeded maximum allowed time (2s)
fuzz_pt_aaa9aa1b,Crash,1.0,3869,6,"BatchNorm2d,BatchNorm2d,Linear,BatchNorm2d,Flatten,MaxPool2d","[1, 40, 1024, 16]",running_mean should contain 40 elements not 12
fuzz_pt_68fecd20,Crash,1.0,4778,5,"Conv2d,MaxPool2d,ReLU,Flatten,Linear","[1, 41, 16, 1024]","Given groups=1, weight of size [7, 44, 3, 3], expected input[1, 41, 16, 1024] to have 44 channels, but got 41 channels instead"
fuzz_pt_4c3e2ddd,Crash,1.0,2572,5,"AvgPool2d,AvgPool2d,Flatten,AvgPool2d,Flatten","[256, 704]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_9e463a58,Crash,1.0,8213,6,"ReLU,Flatten,AvgPool2d,Linear,Conv2d,Linear","[1, 1409]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_21983b58,Crash,1.0,3023,4,"Flatten,MaxPool2d,AvgPool2d,Linear","[1, 27, 128, 32]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_fec2cfac,Crash,1.0,2017,3,"BatchNorm2d,BatchNorm2d,AvgPool2d","[64, 3895]",expected 4D input (got 2D input)
fuzz_pt_2511df44,Crash,1.0,2827,4,"Flatten,AvgPool2d,BatchNorm2d,ReLU","[128, 42, 256, 1024]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_88320cc1,Crash,1.0,2773,2,"Linear,BatchNorm2d","[1, 24, 256, 256]",mat1 and mat2 shapes cannot be multiplied (6144x256 and 43x263)
fuzz_pt_25f4e2fc,Success,3.69,2787,3,"AvgPool2d,AvgPool2d,AvgPool2d","[128, 8, 64, 32]",None
fuzz_pt_9821a97a,Crash,1.0,5202,4,"Conv2d,Conv2d,Linear,ReLU","[128, 50, 256, 16]","Given groups=1, weight of size [19, 27, 3, 3], expected input[128, 50, 256, 16] to have 27 channels, but got 50 channels instead"
fuzz_pt_0ce305b6,Crash,1.64,5908,6,"ReLU,MaxPool2d,ReLU,AvgPool2d,Conv2d,Linear","[4, 44, 16, 32]","Given groups=1, weight of size [32, 11, 3, 3], expected input[4, 44, 2, 5] to have 11 channels, but got 44 channels instead"
fuzz_pt_215e0d3b,Crash,1.0,3446,4,"Conv2d,Conv2d,Linear,Linear","[256, 3209]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [256, 3209]"
fuzz_pt_1a85fe7a,Crash,2.28,5933,6,"AvgPool2d,Conv2d,AvgPool2d,Flatten,Linear,MaxPool2d","[1, 2868]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_852862a4,Crash,1.0,3056,3,"MaxPool2d,Conv2d,AvgPool2d","[64, 3819]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_0f56985b,Crash,1.0,3709,4,"Flatten,ReLU,Linear,ReLU","[1, 998]",mat1 and mat2 shapes cannot be multiplied (1x998 and 508x457)
fuzz_pt_bfd994bd,Crash,1.0,2521,3,"Conv2d,ReLU,ReLU","[64, 23, 1024, 64]","Given groups=1, weight of size [41, 21, 3, 3], expected input[64, 23, 1024, 64] to have 21 channels, but got 23 channels instead"
fuzz_pt_7a073cc7,Crash,27.88,5772,6,"MaxPool2d,Conv2d,ReLU,Conv2d,Flatten,ReLU","[64, 38, 1024, 16]","Given groups=1, weight of size [64, 36, 3, 3], expected input[64, 38, 512, 8] to have 36 channels, but got 38 channels instead"
fuzz_pt_828fe59e,Crash,2.22,3942,4,"MaxPool2d,Conv2d,Conv2d,Conv2d","[4, 36, 32, 256]","Given groups=1, weight of size [45, 2, 1, 1], expected input[4, 36, 16, 128] to have 2 channels, but got 36 channels instead"
fuzz_pt_2c23e083,Crash,1.0,3567,2,"ReLU,Linear","[4, 50, 32, 32]",mat1 and mat2 shapes cannot be multiplied (6400x32 and 263x863)
fuzz_pt_1eec792f,Crash,1.0,5960,6,"Flatten,MaxPool2d,Conv2d,AvgPool2d,AvgPool2d,ReLU","[1, 1059]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_7b88715e,Crash,1.0,5427,6,"Conv2d,Linear,MaxPool2d,Linear,Conv2d,Linear","[128, 21, 16, 64]","Given groups=1, weight of size [54, 36, 3, 3], expected input[128, 21, 16, 64] to have 36 channels, but got 21 channels instead"
fuzz_pt_6cfa6c7b,Crash,2.75,1655,3,"MaxPool2d,BatchNorm2d,MaxPool2d","[1, 64, 256, 256]",running_mean should contain 64 elements not 54
fuzz_pt_bf4b1482,Success,2.02,1590,1,AvgPool2d,"[64, 57, 64, 32]",None
fuzz_pt_aa5ee5d0,Success,1.0,3894,3,"AvgPool2d,ReLU,MaxPool2d","[4, 49, 64, 64]",None
fuzz_pt_f6751a0a,Crash,1.0,3459,5,"ReLU,Conv2d,Conv2d,BatchNorm2d,ReLU","[1, 2430]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [1, 2430]"
fuzz_pt_44303576,Crash,1.0,5628,6,"Conv2d,Flatten,Flatten,AvgPool2d,BatchNorm2d,Flatten","[4, 57, 256, 1024]","Given groups=1, weight of size [37, 40, 3, 3], expected input[4, 57, 256, 1024] to have 40 channels, but got 57 channels instead"
fuzz_pt_7460ecd4,Crash,4.99,4074,3,"AvgPool2d,Flatten,Linear","[16, 19, 128, 1024]",mat1 and mat2 shapes cannot be multiplied (16x272118 and 767x217)
fuzz_pt_54b258e7,Crash,1.0,1322,1,Linear,"[16, 23, 256, 64]",mat1 and mat2 shapes cannot be multiplied (94208x64 and 976x555)
fuzz_pt_1a5b7169,Success,49.59,2820,3,"MaxPool2d,MaxPool2d,ReLU","[64, 51, 128, 128]",None
fuzz_pt_e4a28c60,Crash,1.0,7066,5,"AvgPool2d,Conv2d,Linear,AvgPool2d,Linear","[256, 2858]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_8667d31a,Crash,1.0,3223,4,"Conv2d,BatchNorm2d,MaxPool2d,ReLU","[16, 2740]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [16, 2740]"
fuzz_pt_e5eb7d3a,Crash,1.0,4720,4,"BatchNorm2d,AvgPool2d,Flatten,Conv2d","[16, 3094]",expected 4D input (got 2D input)
fuzz_pt_d497ef1b,Crash,1.0,4146,3,"Linear,Linear,MaxPool2d","[64, 49, 256, 256]",mat1 and mat2 shapes cannot be multiplied (802816x256 and 672x152)
fuzz_pt_be62d43e,Crash,198.41,3037,4,"ReLU,Conv2d,ReLU,ReLU",Unallocatable,AllocationError: [enforce fail at alloc_cpu.cpp:117] data. DefaultCPUAllocator: not enough memory: you tried to allocate 20401094656 bytes.
fuzz_pt_9025f3ec,Crash,1.0,1424,2,"BatchNorm2d,MaxPool2d","[4, 3, 16, 64]",running_mean should contain 3 elements not 35
fuzz_pt_0a4177d2,Crash,11.03,2415,4,"Flatten,ReLU,BatchNorm2d,BatchNorm2d","[128, 46, 128, 64]",expected 4D input (got 2D input)
fuzz_pt_0474ca8d,Crash,1.0,2782,2,"Conv2d,ReLU","[128, 29, 32, 32]","Given groups=1, weight of size [49, 12, 3, 3], expected input[128, 29, 32, 32] to have 12 channels, but got 29 channels instead"
fuzz_pt_37c38b43,Crash,1.0,4409,5,"Flatten,Linear,AvgPool2d,AvgPool2d,BatchNorm2d","[64, 63, 1024, 64]",mat1 and mat2 shapes cannot be multiplied (64x4128768 and 904x606)
fuzz_pt_a16e38ad,Crash,1.0,2220,3,"Flatten,Flatten,AvgPool2d","[128, 25, 256, 128]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_269b9bd8,Crash,1.01,5881,6,"MaxPool2d,Flatten,Conv2d,BatchNorm2d,Flatten,Linear","[1, 46, 256, 32]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [1, 39100]"
fuzz_pt_0422d81d,Crash,1.15,1842,2,"Flatten,Conv2d","[4, 47, 32, 1024]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [4, 1540096]"
fuzz_pt_94e79235,Crash,1.0,6222,5,"Flatten,AvgPool2d,BatchNorm2d,Conv2d,Conv2d","[128, 33, 32, 64]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_b476ace1,Crash,1.0,1938,3,"Flatten,AvgPool2d,BatchNorm2d","[1, 11, 128, 64]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_916a7764,Crash,104.32,3922,5,"MaxPool2d,AvgPool2d,ReLU,Conv2d,MaxPool2d","[4, 33, 1024, 1024]","Given groups=1, weight of size [21, 34, 3, 3], expected input[4, 33, 170, 170] to have 34 channels, but got 33 channels instead"
fuzz_pt_35d44b2c,Crash,84.05,7420,6,"MaxPool2d,AvgPool2d,Linear,ReLU,ReLU,Linear","[16, 40, 1024, 64]",mat1 and mat2 shapes cannot be multiplied (72320x7 and 918x584)
fuzz_pt_5b98384b,Crash,1.0,2353,3,"BatchNorm2d,BatchNorm2d,Flatten","[128, 32, 32, 128]",running_mean should contain 32 elements not 22
fuzz_pt_9ee6cfbb,Crash,1.0,6417,5,"Linear,Conv2d,Linear,Conv2d,ReLU","[1, 1894]",mat1 and mat2 shapes cannot be multiplied (1x1894 and 211x828)
fuzz_pt_65c3060c,Crash,1.0,5037,5,"Conv2d,Linear,AvgPool2d,Flatten,ReLU","[4, 32, 16, 256]","Given groups=1, weight of size [31, 46, 5, 5], expected input[4, 32, 16, 256] to have 46 channels, but got 32 channels instead"
fuzz_pt_fd288c27,Crash,1.0,5566,5,"Linear,Conv2d,MaxPool2d,Linear,Linear","[4, 18, 16, 1024]",mat1 and mat2 shapes cannot be multiplied (1152x1024 and 446x373)
fuzz_pt_9e08e4bf,Success,1.0,2549,2,"ReLU,ReLU","[1, 36, 64, 128]",None
fuzz_pt_bf6e2524,Crash,1.0,4204,3,"Linear,AvgPool2d,Linear","[4, 43, 256, 32]",mat1 and mat2 shapes cannot be multiplied (44032x32 and 596x37)
fuzz_pt_f98b4bbb,Crash,1.0,2787,6,"MaxPool2d,AvgPool2d,MaxPool2d,BatchNorm2d,BatchNorm2d,ReLU","[4, 61, 128, 16]",running_mean should contain 61 elements not 3
fuzz_pt_fd6aae55,Success,1.0,1901,1,ReLU,"[64, 51, 64, 32]",None
fuzz_pt_df692a5a,Crash,1.0,5249,6,"Linear,MaxPool2d,AvgPool2d,AvgPool2d,MaxPool2d,AvgPool2d","[1, 36, 128, 256]",mat1 and mat2 shapes cannot be multiplied (4608x256 and 184x426)
fuzz_pt_a73bb49e,Crash,1.0,1076,1,BatchNorm2d,"[16, 2127]",expected 4D input (got 2D input)
fuzz_pt_7786791e,Crash,1.0,3009,4,"ReLU,Linear,BatchNorm2d,MaxPool2d","[64, 5, 64, 32]",mat1 and mat2 shapes cannot be multiplied (20480x32 and 562x641)
fuzz_pt_35866b83,Crash,1.0,3904,6,"AvgPool2d,Flatten,Flatten,BatchNorm2d,Conv2d,BatchNorm2d","[1, 2346]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_418db0f7,Success,1559.84,1768,1,Flatten,"[256, 500]",None
fuzz_pt_30c76f73,Crash,1.0,3585,5,"MaxPool2d,Linear,Conv2d,AvgPool2d,Flatten","[1, 14, 1024, 32]",mat1 and mat2 shapes cannot be multiplied (4774x10 and 989x264)
fuzz_pt_0b867a91,Crash,2.01,3622,5,"ReLU,BatchNorm2d,MaxPool2d,ReLU,Flatten","[1, 61, 128, 1024]",running_mean should contain 61 elements not 11
fuzz_pt_6ad7c9de,Crash,1.0,2984,3,"Linear,Linear,ReLU","[128, 29, 64, 64]",mat1 and mat2 shapes cannot be multiplied (237568x64 and 937x865)
fuzz_pt_93ef6b49,Crash,1.0,1955,2,"Conv2d,Flatten","[128, 27, 64, 128]","Given groups=1, weight of size [42, 24, 1, 1], expected input[128, 27, 64, 128] to have 24 channels, but got 27 channels instead"
fuzz_pt_deaf6c91,Success,27.25,1403,1,MaxPool2d,"[64, 29, 1024, 16]",None
fuzz_pt_144a8638,Crash,1.0,3710,3,"Linear,Conv2d,ReLU","[1, 24, 1024, 32]",mat1 and mat2 shapes cannot be multiplied (24576x32 and 344x663)
fuzz_pt_aeb64034,Crash,1.0,3275,5,"Conv2d,Flatten,Flatten,BatchNorm2d,Linear","[64, 1874]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [64, 1874]"
fuzz_pt_6d40b5ca,Success,1161.1,1472,1,MaxPool2d,"[128, 64, 256, 256]",None
fuzz_pt_12687f75,Crash,1.0,3379,2,"Linear,Linear","[64, 35, 64, 64]",mat1 and mat2 shapes cannot be multiplied (143360x64 and 881x926)
fuzz_pt_8452cabc,Crash,1.0,2751,2,"Conv2d,Linear","[16, 31, 16, 32]","Given groups=1, weight of size [14, 20, 1, 1], expected input[16, 31, 16, 32] to have 20 channels, but got 31 channels instead"
fuzz_pt_4e65835f,Crash,1.0,2908,4,"Flatten,BatchNorm2d,BatchNorm2d,AvgPool2d","[1, 11, 256, 32]",expected 4D input (got 2D input)
fuzz_pt_2090b0de,Success,2.0,2587,2,"Flatten,Flatten","[1, 31, 128, 128]",None
fuzz_pt_a9e8ed35,Crash,1.17,3650,5,"Linear,Linear,Conv2d,AvgPool2d,Conv2d","[64, 4, 256, 1024]",mat1 and mat2 shapes cannot be multiplied (65536x1024 and 177x905)
fuzz_pt_7f7adb33,Crash,1.0,1289,2,"BatchNorm2d,ReLU","[64, 55, 256, 64]",running_mean should contain 55 elements not 50
fuzz_pt_d9cbcbec,Crash,1.0,7811,6,"Flatten,Conv2d,Conv2d,Linear,Conv2d,ReLU","[1, 3443]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [1, 3443]"
fuzz_pt_4d0f7de5,Crash,1.0,1898,1,Conv2d,"[16, 6, 128, 32]","Given groups=1, weight of size [63, 48, 1, 1], expected input[16, 6, 128, 32] to have 48 channels, but got 6 channels instead"
fuzz_pt_202a22a8,Crash,1.0,6999,6,"Flatten,Linear,BatchNorm2d,Conv2d,ReLU,Linear","[64, 3074]",mat1 and mat2 shapes cannot be multiplied (64x3074 and 135x656)
fuzz_pt_7a3c4c5a,Crash,1.0,3596,6,"MaxPool2d,MaxPool2d,MaxPool2d,Linear,Flatten,ReLU","[256, 2485]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_086654ac,Success,1.12,2753,3,"Flatten,Flatten,Flatten","[64, 8, 16, 128]",None
fuzz_pt_b5c3b0e0,Crash,1.0,1604,2,"Flatten,MaxPool2d","[64, 4, 1024, 128]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_c05adabc,Crash,1.0,2688,4,"ReLU,Flatten,Flatten,BatchNorm2d","[1, 3148]",expected 4D input (got 2D input)
fuzz_pt_2bba368d,Crash,1.0,3606,6,"Linear,BatchNorm2d,Flatten,ReLU,Flatten,Flatten","[4, 40, 1024, 1024]",mat1 and mat2 shapes cannot be multiplied (163840x1024 and 894x170)
fuzz_pt_ed2927d0,Crash,1.0,2404,1,Linear,"[16, 18, 16, 256]",mat1 and mat2 shapes cannot be multiplied (4608x256 and 684x722)
fuzz_pt_490243bb,Success,2.79,2882,2,"ReLU,MaxPool2d","[4, 40, 1024, 16]",None
fuzz_pt_fb65071d,Crash,1.0,2504,3,"Linear,ReLU,MaxPool2d","[16, 2651]",mat1 and mat2 shapes cannot be multiplied (16x2651 and 671x114)
fuzz_pt_9afbbb93,Crash,1.0,1978,1,Linear,"[256, 1581]",mat1 and mat2 shapes cannot be multiplied (256x1581 and 712x674)
fuzz_pt_9a50f64c,Crash,1.0,1626,1,Conv2d,"[64, 16, 256, 128]","Given groups=1, weight of size [36, 46, 3, 3], expected input[64, 16, 256, 128] to have 46 channels, but got 16 channels instead"
fuzz_pt_3e9ee247,Crash,2.01,3468,4,"AvgPool2d,Linear,Conv2d,MaxPool2d","[1, 51, 128, 16]",mat1 and mat2 shapes cannot be multiplied (2142x5 and 424x420)
fuzz_pt_057310e0,Crash,1.0,1431,2,"BatchNorm2d,ReLU","[1, 56, 64, 128]",running_mean should contain 56 elements not 21
fuzz_pt_cd35c5b9,Crash,1.0,2318,3,"Flatten,ReLU,MaxPool2d","[1, 25, 256, 16]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_9227d37f,Crash,1.0,3705,5,"Linear,BatchNorm2d,MaxPool2d,ReLU,MaxPool2d","[16, 55, 1024, 64]",mat1 and mat2 shapes cannot be multiplied (901120x64 and 200x55)
fuzz_pt_de4cd2eb,Timeout,2313.31,2324,3,"ReLU,ReLU,ReLU","[64, 760]",TimeoutError: Execution exceeded maximum allowed time (2s)
fuzz_pt_814feb86,Crash,1.0,6300,4,"ReLU,Conv2d,Linear,AvgPool2d","[64, 1532]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [64, 1532]"
fuzz_pt_fc60cb04,Crash,1.0,4149,4,"Linear,Flatten,Conv2d,MaxPool2d","[128, 42, 1024, 128]",mat1 and mat2 shapes cannot be multiplied (5505024x128 and 458x823)
fuzz_pt_9db57cc2,Success,1.0,1772,1,AvgPool2d,"[1, 31, 64, 32]",None
fuzz_pt_df9027d8,Crash,1.0,3162,6,"Flatten,Conv2d,Flatten,Flatten,ReLU,BatchNorm2d","[64, 2360]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [64, 2360]"
fuzz_pt_c366bb42,Crash,1.0,4970,6,"Linear,AvgPool2d,Flatten,AvgPool2d,BatchNorm2d,Flatten","[1, 247]",mat1 and mat2 shapes cannot be multiplied (1x247 and 1012x429)
fuzz_pt_df81ccad,Timeout,3472.18,1686,1,Flatten,"[256, 1906]",TimeoutError: Execution exceeded maximum allowed time (2s)
fuzz_pt_94007b33,Crash,1.0,3526,3,"Conv2d,Linear,Conv2d","[128, 52, 256, 256]","Given groups=1, weight of size [15, 1, 3, 3], expected input[128, 52, 256, 256] to have 1 channels, but got 52 channels instead"
fuzz_pt_e1f779f3,Crash,1.3,5660,6,"Conv2d,ReLU,MaxPool2d,Linear,Flatten,ReLU","[16, 45, 32, 128]","Given groups=1, weight of size [7, 2, 3, 3], expected input[16, 45, 32, 128] to have 2 channels, but got 45 channels instead"
